MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367445090,2024-01-15T05:50:00,29.56390,-94.24695,7.3,104.5,106,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T05:55:00,29.10320,-96.12883,10.7,237.3,232,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T05:55:00,30.57597,-95.12477,12.1,30.1,34,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T05:55:00,29.66346,-94.37453,6.8,114.1,110,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T05:55:00,29.16184,-94.28300,4.2,164.1,161,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T05:55:00,29.43753,-95.83479,9.7,259.8,263,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T05:55:00,29.52830,-94.71627,0.3,357.5,358,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T05:55:00,29.74636,-95.00194,0.0,14.5,10,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T05:55:00,29.56358,-94.23935,4.8,97.5,92,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:00:00,29.09543,-96.14768,13.1,240.8,244,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:00:00,30.58506,-95.11599,8.5,36.4,39,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:00:00,29.66086,-94.36816,4.4,119.8,115,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:00:00,29.15660,-94.28195,3.8,166.1,170,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:00:00,29.43639,-95.84964,9.3,266.8,264,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:00:00,29.52892,-94.71634,0.4,353.9,354,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:00:00,29.74636,-95.00194,0.0,25.5,25,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:00:00,29.56179,-94.23187,4.9,101.3,105,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:05:00,29.08685,-96.16470,12.4,242.9,240,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:05:00,30.59516,-95.10772,8.9,31.2,35,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:05:00,29.65932,-94.35943,5.6,103.6,101,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
,2024-01-15T06:05:00,29.65932,-94.35943,5.6,103.6,101,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:05:00,29.15038,-94.28009,4.6,161.4,165,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:05:00,29.43520,-95.86678,10.8,266.0,265,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:05:00,29.52905,-94.71636,0.1,351.6,352,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:05:00,29.74636,-95.00194,0.0,29.4,30,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:05:00,29.55868,-94.22483,4.9,116.4,116,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:10:00,29.07581,-96.18171,13.3,235.4,233,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:10:00,30.60621,-95.09788,10.0,40.5,37,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:10:00,29.65933,-94.35068,5.5,91.6,89,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:10:00,29.14330,-94.27999,5.1,177.4,179,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:10:00,29.43335,-95.88023,8.5,260.6,261,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:10:00,29.52939,-94.71638,0.2,0.2,357,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:10:00,29.74636,-95.00194,0.0,22.2,24,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:10:00,29.55621,-94.21817,4.5,109.5,113,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:15:00,29.06603,-96.19557,11.2,230.9,231,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:15:00,30.61433,-95.08661,9.1,54.4,50,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:15:00,29.66081,-94.34045,6.5,83.9,80,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:15:00,29.13598,-94.28151,5.4,194.8,190,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:15:00,29.43172,-95.89510,9.4,264.4,262,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:15:00,29.52986,-94.71641,0.3,359.1,356,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:15:00,29.74647,-95.00186,0.1,30.9,33,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:15:00,29.55377,-94.20761,6.8,102.7,104,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:20:00,29.05674,-96.20865,10.6,231.0,230,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:20:00,30.62363,-95.07649,9.2,43.5,43,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:20:00,29.66098,-94.33397,4.1,87.7,88,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:20:00,29.13052,-94.28239,4.0,190.4,188,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:20:00,29.42719,-95.90854,9.0,246.5,248,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:20:00,29.53053,-94.71663,0.5,348.2,344,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:20:00,29.74651,-95.00182,0.0,42.7,40,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:20:00,29.55172,-94.20042,4.7,107.4,108,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:25:00,29.04776,-96.22653,13.0,240.8,240,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:25:00,30.63120,-95.06737,7.9,42.7,46,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:25:00,29.65938,-94.32524,5.6,102.0,101,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:25:00,29.12256,-94.28526,6.0,193.8,197,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:25:00,29.42158,-95.92072,8.6,243.7,242,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:25:00,29.53082,-94.71679,0.2,330.0,333,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:25:00,29.74651,-95.00181,0.0,34.0,37,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:25:00,29.54766,-94.18885,7.8,110.7,111,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:30:00,29.03792,-96.24397,13.1,239.7,237,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:30:00,30.63722,-95.05646,8.0,56.9,57,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:30:00,29.65732,-94.31948,3.9,108.2,112,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:30:00,29.11828,-94.28720,3.3,203.5,201,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:30:00,29.41848,-95.93519,9.3,259.4,256,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:30:00,29.53088,-94.71683,0.1,326.1,328,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:30:00,29.74671,-95.00158,0.2,50.2,46,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:30:00,29.54620,-94.17745,7.2,99.6,98,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:35:00,29.02345,-96.26166,15.2,226.5,226,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:35:00,30.64537,-95.04284,10.3,60.1,55,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:35:00,29.65214,-94.31049,6.8,127.3,123,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:35:00,29.11323,-94.28900,3.8,193.2,197,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:35:00,29.41636,-95.94895,8.8,262.2,259,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:35:00,29.53107,-94.71698,0.2,322.0,326,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:35:00,29.74672,-95.00157,0.0,49.3,49,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:35:00,29.54713,-94.16798,6.0,82.0,83,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:40:00,29.01032,-96.27736,13.7,223.5,226,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:40:00,30.65053,-95.03035,8.6,60.4,64,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:40:00,29.64680,-94.30389,5.6,136.7,132,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:40:00,29.10602,-94.29245,5.6,198.3,202,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:40:00,29.41342,-95.96199,8.4,252.6,255,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:40:00,29.53125,-94.71706,0.1,339.9,338,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:40:00,29.74679,-95.00150,0.1,34.5,38,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:40:00,29.54922,-94.15543,8.0,78.5,79,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:45:00,28.99674,-96.28979,12.5,219.7,218,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:45:00,30.65919,-95.01432,11.7,62.3,57,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
,2024-01-15T06:45:00,30.65919,-95.01432,11.7,62.3,57,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:45:00,29.64104,-94.29409,7.4,125.2,124,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:45:00,29.10276,-94.29376,2.5,200.9,199,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:45:00,29.40946,-95.97601,9.2,249.5,252,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:45:00,29.53136,-94.71714,0.1,329.7,325,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
367011500,2024-01-15T06:45:00,29.53136,-94.71714,0.1,329.7,325,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:45:00,29.74679,-95.00150,0.0,38.3,34,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:45:00,29.55065,-94.14551,6.3,77.3,80,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:50:00,28.98322,-96.30339,13.0,216.5,221,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:50:00,30.66379,-94.99915,10.0,75.1,70,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:50:00,29.63585,-94.28749,5.6,131.4,132,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:50:00,29.09468,-94.29781,6.3,204.0,203,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:50:00,29.40825,-95.99097,9.4,269.4,264,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:50:00,29.53161,-94.71738,0.2,321.5,320,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:50:00,29.74679,-95.00150,0.0,28.6,29,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:50:00,29.55235,-94.13925,4.1,70.2,72,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T06:55:00,28.96637,-96.31361,13.7,209.6,207,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T06:55:00,30.67130,-94.98349,11.1,56.0,60,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T06:55:00,29.62959,-94.27811,7.4,127.7,127,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T06:55:00,29.08856,-94.29987,4.6,195.1,196,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T06:55:00,29.40410,-96.00679,10.4,257.2,253,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T06:55:00,29.53163,-94.71740,0.0,318.8,318,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T06:55:00,29.74704,-95.00134,0.2,29.2,29,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T06:55:00,29.55317,-94.13094,5.2,80.2,83,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:00:00,28.95141,-96.32480,12.9,209.3,213,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:00:00,30.67853,-94.97481,7.5,49.5,45,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
367123450,2024-01-15T07:00:00,30.67853,-94.97481,7.5,49.5,45,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:00:00,29.62202,-94.27084,7.1,136.9,140,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:00:00,29.08186,-94.30020,4.8,185.5,182,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:00:00,29.39923,-96.01917,8.5,249.8,245,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:00:00,29.53177,-94.71750,0.1,329.0,328,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:00:00,29.74704,-95.00134,0.0,20.9,20,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:00:00,29.55435,-94.12283,5.2,84.3,80,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:05:00,28.93498,-96.33192,12.7,200.4,200,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:05:00,30.68813,-94.96556,9.0,42.5,39,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:05:00,29.61445,-94.26665,6.1,159.3,154,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:05:00,29.07412,-94.30168,5.6,189.9,189,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:05:00,29.39002,-96.03241,10.6,231.8,231,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:05:00,29.53237,-94.71783,0.5,329.2,334,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:05:00,29.74705,-95.00133,0.0,26.0,27,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:05:00,29.55383,-94.11593,4.3,94.2,95,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:10:00,28.91727,-96.33704,13.2,189.6,194,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:10:00,30.69695,-94.95332,9.9,49.2,50,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:10:00,29.60925,-94.26408,4.1,156.8,156,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:10:00,29.06720,-94.30255,5.0,187.2,186,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:10:00,29.38153,-96.04221,8.7,228.7,225,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:10:00,29.53253,-94.71794,0.1,334.2,330,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:10:00,29.74705,-95.00133,0.0,37.6,41,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:10:00,29.55476,-94.10681,5.8,79.3,83,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:15:00,28.90049,-96.34039,12.3,192.6,189,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:15:00,30.70659,-94.94046,10.6,52.5,48,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:15:00,29.60081,-94.26108,6.4,163.9,162,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:15:00,29.06249,-94.30419,3.5,193.5,196,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:15:00,29.36949,-96.05072,10.2,209.6,211,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:15:00,29.53271,-94.71811,0.2,325.6,321,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:15:00,29.74705,-95.00133,0.0,25.1,29,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:15:00,29.55691,-94.09925,5.0,67.5,71,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:20:00,28.88307,-96.34281,12.6,188.8,186,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:20:00,30.71864,-94.93011,10.8,37.3,36,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:20:00,29.58877,-94.25426,9.7,155.2,153,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:20:00,29.05368,-94.30502,6.4,188.2,184,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:20:00,29.35489,-96.05620,11.1,202.4,198,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:20:00,29.53324,-94.71849,0.4,327.8,327,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:20:00,29.74705,-95.00133,0.0,39.1,41,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:20:00,29.56090,-94.09084,6.0,62.5,61,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:25:00,28.86772,-96.34866,11.7,198.2,198,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:25:00,30.72898,-94.92231,8.9,32.1,32,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:25:00,29.58024,-94.25229,6.3,169.0,168,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
368080720,2024-01-15T07:25:00,0.0,0.0,6.3,169.0,168,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:25:00,29.04864,-94.30515,3.6,183.3,181,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:25:00,29.34287,-96.06125,9.2,198.3,200,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:25:00,29.53330,-94.71856,0.1,314.6,313,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:25:00,29.74709,-95.00128,0.0,50.3,50,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:25:00,29.56371,-94.08425,4.6,61.2,63,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:30:00,28.85133,-96.35526,12.5,202.4,199,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:30:00,30.74042,-94.91080,10.9,45.3,40,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:30:00,29.57026,-94.25262,7.2,186.6,181,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:30:00,29.04261,-94.30434,4.4,171.5,173,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:30:00,29.33292,-96.06687,8.0,204.7,206,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:30:00,29.53357,-94.71904,0.4,307.4,302,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:30:00,29.74722,-95.00109,0.1,48.6,51,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:30:00,29.56595,-94.08112,2.5,51.6,50,LONE FISHER,,,30,0,20,7,2.8,,B
367445090,2024-01-15T07:30:00,0.0,0.0,2.5,51.6,50,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:35:00,28.83670,-96.36230,11.4,205.9,202,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:35:00,30.75248,-94.90230,10.1,34.2,31,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:35:00,29.56114,-94.25406,6.6,184.2,187,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:35:00,29.03605,-94.30356,4.7,172.7,174,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:35:00,29.32257,-96.07339,8.5,207.2,208,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:35:00,29.53357,-94.71904,0.0,319.5,317,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:35:00,29.74722,-95.00109,0.0,48.4,46,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:35:00,29.56882,-94.07485,4.4,63.4,62,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:40:00,28.82177,-96.36824,11.4,201.6,199,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:40:00,30.76294,-94.89750,8.1,16.5,21,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:40:00,29.55593,-94.25577,3.9,196.6,195,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:40:00,29.03133,-94.30248,3.5,171.7,168,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:40:00,29.31204,-96.08000,8.6,207.0,208,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:40:00,29.53371,-94.71921,0.1,310.8,312,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:40:00,29.74745,-95.00075,0.3,53.7,51,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:40:00,29.57349,-94.06896,5.0,44.7,47,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:45:00,28.80770,-96.37602,11.3,201.3,205,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:45:00,30.77830,-94.89131,11.7,15.8,19,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:45:00,29.54667,-94.25807,6.8,195.5,192,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:45:00,29.02619,-94.30154,3.7,173.6,170,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T07:45:00,29.30271,-96.08280,6.9,189.9,194,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T07:45:00,29.53391,-94.71960,0.3,299.1,300,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T07:45:00,29.74747,-95.00071,0.0,69.5,64,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T07:45:00,29.57731,-94.06063,5.9,66.1,62,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T07:50:00,28.79445,-96.38441,10.9,208.4,209,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T07:50:00,30.79276,-94.88710,10.7,18.8,14,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T07:50:00,29.54205,-94.25933,3.4,195.0,193,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T07:50:00,29.02154,-94.29949,3.6,157.8,158,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
